artist	title
Саша Джаз	Пьяный по дворам  (Chicagoo Remix)
Sia	Courage to Change
BODIEV	Самурай
Анна Егоян	Предатель
VAN KOV	Mama Mia
Воскресенский	Воспитан улицей
Лисицын	По сети
Зомб	911
Asif Məhərrəmov	Canına And İçdiyim
Los Tiburones	Lose Control
Наташа Королёва	Красная помада
Mirjamol	Yondi dil
Вячеслав Мясников	Медляк
Ева Польна	Последний раз
Владимир Курский	Я руссикй
Коста Лакоста	Белая Луна
Диана Анкудинова	В небо
Азамат Исенгазин	Каплей дождя
T1One	Такси уже близко (prod. by Benad)
Глас вокальный проект	Утренние молитвы
Глас вокальный проект	Вечерние молитвы
А4	Views
Ava Max	Take You To Hell
Ava Max	H.E.A.V.E.N
Ava Max	Rumors
MACAN	Memories
Мусса Айбазов	Ядовитая роза
Neverlove	Педовка
Neverlove	Без резинки
Neverlove	Тяночка
Евгений Коновалов	Как меня любила
MirON42	Хочу с тобой
ФОГЕЛЬ	ХАТИКО
5УТРА	Лампочки
Zawanbeats	Turaz
Хулиган72	Дальнобой
Ilkin Cerkezoglu	O Sen Geden Gunden
MATRANG	Взаперти
Erik Karapetyan	Sirts Tsavi
ЕГОР ШИП	Не грусти
Sevak	Беги
Sam Smith	Diamonds
KastomariN	Rose
Марина Бриз	Выше голову
SHAMAN	ЛЁД
Emre Kabak	Sad Road
KADI	Prayers
Александр Эгромжан	Падаю
Idris & Leos	Любить как прежде
Ната Недина	Самый нежный 
Александр Вестов	Ты моя тайна
Мадина Манапова	Живу тобой
Игорь Ашуров	Отцовская любовь
Нурминский	Большой дядя
ЛИТВИНЕНКО	Пацанам
Градусы	О тебе думаю
Nikolas SAX	Daca inima te doare
САДко группа	Пусть говорят
Левада Зоя	Если ты останешься
Виталий Пось	Вот И Все
Stray Kids	Any
Stray Kids	Back Door
Lost Capital	Gangsta's Paradise
Денис Клявер	Мой Питер
LOUNA	Сигнал в пустоте
LOUNA	Станем стеной
Виталий Аксёнов	Прорвёмся!
ТвойCosmos	Но тебе 17
Ева Власова	Чёрный мой любимый
T1One	Щёточки (prod. by Mellow)
Манвел Пашаян	Поймала тишину
Марина Бриз	Нарушим статистику
Miron Grin	De Ce Te-Ai Suparat Pe Mine
Gafur	OK
Tzanca Uraganu	Cand Va Vad M-Apuca Mila
Азамат Исенгазин	Я жду тебя
Группа Сентябрь	Жди родная
Группа Сентябрь	Похожая на лето
Группа Сентябрь	Радость моя
Группа Сентябрь	Красивый роман
Группа Сентябрь	Ладони нежные
Дети Фристайла	Будет больно
Ava Max	OMG What's Happening
Аркадий Думикян	Mi siro patmutyun
VAN KOV	Тетрис
Caucas	Лезгинка
Полина Гагарина	На расстоянии
Сергей Одинцов	Изумрудные глаза
Nikolas SAX	Tine-ma de mana
Elçin Göyçaylı	Mey Gətir
Музыка Кавказа	Лезгинка (New)
GAYAZOV$ BROTHER$	ТЫ КРУЧЕ, ЧЕМ...
ДЖанага	На фоне
Tamuki	Дворовой
ALIB	Скажи мне, мама
Adam	Миледи
Аркайда	Дел по горло
Ганвест	FENDI2
ЛЯЛЬКА	ШКУРНАДЗОР
Хабиб	Девчонка со двора
SODA LUV	Голодный пёс (prod. by Pretty Scream)
Фиксай	Лук Батун
Melody Gardot	Little Something
Deep koliis	You're My Home
Ильнат Фархуллин	Ак сириннәр
Tim Dian	One Life
Диакон Георгий (Новиков)	Молитва для защиты от нечистой силы
Диакон Георгий (Новиков)	Псалом 90
Дмитрий Гревцев	Любимая
Fun Mode	Про Орков
Fun Mode	Линии
Dead by April	Memory (Orchestral Version)
Фикс	BANANA
Mr Lambo	Обилие
Vardan Urumyan	Xrovac Ser
Janob Rasul	Sog'indingmi
Kendji Girac	Dernier métro
SIMAKOV	Я ТЕБЯ ПОЦЕЛУЮ (prod. by YAM.I13)
Jamik	Авторитеты
Xamdam Sobirov	Kutmoqdaman
Честер Небро	Тайм-аут
Салима	Шуточная 2
Zero 9:36	The End / Undead
ВесЪ	На тебя смотрю
Thomas Rhett	Broke (feat. Thomas Rhett)
Erik Karapetyan	Qani Kam
Марина Бриз	Заварю чаю
Марина Бриз	Больше не для тебя
Марина Бриз	Брутальный мужчина
Марина Бриз	Хочу твою фамилию
Марина Бриз	Жизнь продолжается
НЕАНГЕЛЫ	Разорвал
ЯРОСЛАВ СУМИШЕВСКИЙ	Снежное затмение
The Score	Carry On
The Score	Gallows
Александр Вестов	Рай
Emre Kabak	Fortune
КняZZ	Пиво-Пиво-Пиво
Zawanbeats	A.Z.E Style (Iii)
Игорь Крутой	Звездопад
Furkan Soysal	Listen Up
Михаил Кармаш	Встречай меня
Pavlos Bouros	Так любят только раз
OiN Одни из Нас	Солдат
Голос Омерики	Министр культуры
Макка Межиева	Бертахь хилар
Nicolás Iaciancio	Dynamite
dlb	welcome to russia
Сергей Одинцов	Я долго ждал
Slavik Pogosov	Брат не горюй
Kamazz	Последний закат
Mark Ashley	Loving Tonight 2020 (Karaoke Multi Dance Maxi)
As Tequileiras do Funk	Bass da da da (Sentadão)
Денис RiDer	Атата
SEVENROSE	Белые розы любви (Maxi Version)
SEVENROSE	Эти розы
MACAN	Hollywood
Владимир Ждамиров	Вспоминай
Рустам Нахушев	Горький дым
Алексей Матов	Песня немецкого танкиста
Алексей Матов	На последнем рубеже
Алексей Матов	Полверсты огня и смерти
Sevak	Не улетай
Олег Митяев	Ковчег
Мария Зайцева	Если бы
Олег Майами	Ай
Дмитрий Петров	С днём рождения мама
Davuiside	Silent Romance
Тото	Jah
ДЕТИ RAVE	УРЫЛ 0$
MriD	Cola Jack
MARKU	Если бы мы знали
Alisher Zokirov	Qadring Yomon O'tdi
polnalyubvi	Больше ничего
polnalyubvi	Источник
polnalyubvi	Девочка и Море
Zenys	Plec departe ca ma doare
Инна Вальтер	Летать
Марина Бриз	Моей маме не нужен зять
Gegham Sargsyan	Sladko Sladko
Aydin Sani	Boş Ver
Radnir	Дурочка
DRUMMATIX	К слову о тебе
JONY	Небесные розы
I-SVI	Куражим (Chicagoo Remix)
Лёша Свик	Ей нравится
Garsi Mitoyan	Im Hayastan
Tural Sedali	Tesaduf 2020
Agunda	Книга
3-ий январь	Фруктовый лёд
Гузель Хасанова	Тополиный пух летит
JONY	Ты пари
Сергей Сухачёв	Бесценная
Мэвл	Да пошло всё
Марина Бриз	Я утонула
Максим Куст	Потерянная любовь
Максим Куст	Измена
Максим Куст	Гадалка
Sharapov	Paradise (Nezhdan Remix)
Ismaylo	Нас больше нет
Glory	Твои стрелы
Елена Темникова	Как на фантиках Love Is
Rubail Azimov	Eşqim
Tamagotch1	Нет да
Tamagotch1	Люди тёмного двора
Sanjabaq	Neutral
Роберт Катчиев	Обман
Dabro	Все за одного
ХАННА	Навсегда твоя
Annisokay	The Tragedy
Истов	Сквозь Время
Jah Khalib	На своём вайбе (feat. Гуф)
Elnur Valeh	Qısqanc
Марина Бриз	Танцевать под дождём
Эрнест Геворгян	Моя дочка
Эдуард Иконников	Скажи
Ava Max	Who's Laughing Now
Payin' Top Dolla	Airplane Mode
TAMAN	Погибая молодым
Оксана Джелиева	Любите жизнь
Эльдар Агачев	Для меня ты зажигала звёзды
Братья Хубиевы	Неземная
mk5.45	Встреча
Дмитрий Глэн	Любовь непокорная
Татьяна Козловская	Уходишь навсегда
Дмитрий Чижов	Розовое лето
Ace of Base	Beautiful Life (Mike Ross Definitive Radio Mix)
KillaGram	ИНХ
O'ktam Kamalov	Toshkentchasiga
ГУДЗОН	Музыка прикольная
anatu	juju
Stefre Roland	Illuzion
Асет Халидова	Сан дега марзо
Игорь Ашуров	Плачет сердце по тебе
Гузель Хасанова	Двое [Lavrushkin Remix]
Гузель Хасанова	Не о тебе (Lavrushkin Remix)
Гузель Хасанова	В пять утра (Lavrushkin Remix)
Гузель Хасанова	В пять утра (Zuffer & DJ Simka Remix)
Анастасия Сотникова	На заднем (Remix)
GRECHANIK	Не богат (Dj Mephisto Remix) (Radio Edit)
Taylor Swift	august
Путилов Евгений	Отпусти меня
Gevorg Sirekanyan	Koxqid Em Linelu
Марина Бриз	Всё наладится
Xrista	Паренёк
Stive Morgan	Cassiopeia
Вайновская Яна	Это была любовь
OLEG ЭГО	Всё сама
Kenanxan	Ağlatan Kafe
Jason Derulo	Take You Dancing
Дмитрий Гревцев	В руках сжимая автомат
Александр Айвазов	Ах, эти белые розы
Анастасия Сотникова	Ждала
ARCHI	Не нам судить
Los Tiburones	Our Story
Аркадий Думикян	Мой дом-моя крепость
Александр Вестов	Эта песня о тебе
Аркайда	Ой мама, мама
Аркайда	Будет сын
алёна швец.	скейтер
алёна швец.	мемы
алёна швец.	молоко
алёна швец.	некрасивые глаза
Елена Темникова	Как Барби в поисках Кена
Алан Черкасов	Моя
T-has	Такая любовь
Obnimit	По-взрослому
Александр Ломинский	Совершенно летняя
Sputnik Project	Взявшись за руки
Владимир Ждамиров	Разведённые
